Year,Name,Position,College,Rating
2024,Curtis Janvier,CB,Florida Atlantic Owls,0.8225
2024,Cameron Goggins,CB,Florida Atlantic Owls,0.7833
2024,DJ Lagway,QB,Florida Gators,0.9964
2024,LJ McCray,DL,Florida Gators,0.9928
2024,Myles Graham,LB,Florida Gators,0.9754
2024,KD Daniels,RB,Florida Gators,0.9212
2024,Fletcher Westphal,OT,Florida Gators,0.9182
2024,D'Antre Robinson,DL,Florida Gators,0.9110
2024,Tank Hawkins,WR,Florida Gators,0.9094
2024,Gregory Smith III,S,Florida Gators,0.9049
2024,TJ Abrams,WR,Florida Gators,0.9025
2024,Jadan Baugh,RB,Florida Gators,0.8984
2024,Brien Taylor,DL,Florida Gators,0.8915
2024,Josiah Davis,S,Florida Gators,0.8853
2024,Michai Boireau,DL,Florida Gators,0.8753
2024,Teddy Foster,CB,Florida Gators,0.8744
2024,Noel Portnjagin,IOL,Florida Gators,0.8656
2024,Mike Williams,OT,Florida Gators,0.8575
2024,Jaylen Dawson,LB,Fordham Rams,NA
2024,Mardale Rowe,Edge,Fordham Rams,0.8452
2024,Damarrion White,Edge,Fresno State Bulldogs,0.8761
2024,Jordan Malau'ulu,ATH,Fresno State Bulldogs,0.8464
2024,Karim McCune II,WR,Fresno State Bulldogs,0.8156
2024,Jakari Embry,CB,Fresno State Bulldogs,0.8122
2024,Terry Hedden III,QB,Furman Paladins,NA
2024,Devin Hester Jr,WR,Furman Paladins,NA
2024,Juan Rodriguez,IOL,Georgetown Hoyas,NA
2024,Legend Bernard,ATH,Georgetown Hoyas,0.8450
2024,Savion Hart,RB,Georgetown Hoyas,0.8350
2024,Ellis Robinson IV,CB,Georgia Bulldogs,0.9994
2024,Justin Williams,LB,Georgia Bulldogs,0.9969
2024,KJ Bolden,S,Georgia Bulldogs,0.9940
2024,Joseph Jonah-Ajonye,DL,Georgia Bulldogs,0.9881
2024,Chris Cole,LB,Georgia Bulldogs,0.9866
2024,Demello Jones,CB,Georgia Bulldogs,0.9763
2024,Jaden Reddell,TE,Georgia Bulldogs,0.9678
2024,Ondre Evans,CB,Georgia Bulldogs,0.9566
2024,Michael Uini,OT,Georgia Bulldogs,0.9534
2024,NiTareon Tuggle,WR,Georgia Bulldogs,0.9510
2024,Daniel Calhoun,OT,Georgia Bulldogs,0.9491
2024,Ryan Puglisi,QB,Georgia Bulldogs,0.9487
2024,Jordan Thomas,DL,Georgia Bulldogs,0.9463
2024,Kristopher Jones,LB,Georgia Bulldogs,0.9405
2024,Chauncey Bowens,RB,Georgia Bulldogs,0.9174
2024,Marques Easley,OT,Georgia Bulldogs,0.9120
2024,Nyier Daniels,OT,Georgia Bulldogs,0.9101
2024,Quintavius Johnson,Edge,Georgia Bulldogs,0.8991
2024,Sacovie White,WR,Georgia Bulldogs,0.8933
2024,Colton Heinrich,TE,Georgia Bulldogs,0.8808
2024,Nnamdi Ogboko,DL,Georgia Bulldogs,0.8756
2024,Malachi Toliver,IOL,Georgia Bulldogs,0.8642
2024,Eli Anders,Edge,Georgia Southern Eagles,0.8253
2024,Tyler Budge,QB,Georgia Southern Eagles,0.8226
2024,Carmelo Mays,WR,Georgia Southern Eagles,0.8033
2024,Lane Wadle,TE,Georgia State Panthers,0.8411
2024,Damaine Wilson,Edge,Georgia State Panthers,0.8322
2024,Jules Ney,IOL,Georgia State Panthers,0.7933
2024,Isiah Canion,WR,Georgia Tech Yellow Jackets,0.9234
2024,Anthony Carrie,RB,Georgia Tech Yellow Jackets,0.9053
2024,Graham Knowles,QB,Georgia Tech Yellow Jackets,0.8789
2024,Jameson Riggs,OT,Georgia Tech Yellow Jackets,0.8778
2024,Trey Horne,ATH,Georgia Tech Yellow Jackets,0.8744
2024,Jordan Boyd,LB,Georgia Tech Yellow Jackets,0.8739
2024,Aaron Philo,QB,Georgia Tech Yellow Jackets,0.8728
2024,Jordan Floyd,OT,Georgia Tech Yellow Jackets,0.8714
2024,Trelain Maddox,RB,Georgia Tech Yellow Jackets,0.8656
2024,Harrison Moore,IOL,Georgia Tech Yellow Jackets,0.8583
2024,Cedric Franklin II,S,Georgia Tech Yellow Jackets,0.8558
2024,Santana Alo-Tupuola,IOL,Georgia Tech Yellow Jackets,0.8550
2024,Tah'j Butler,LB,Georgia Tech Yellow Jackets,0.8539
2024,Frank Moss,IOL,Grambling State Tigers,NA
2024,Andre Crews,RB,Grambling State Tigers,NA
2024,Orion Duplessis,OT,Grambling State Tigers,NA
2024,Jayshaun Johnson,S,Grambling State Tigers,0.8544
2024,Tony Phillips,RB,Grambling State Tigers,0.8492
2024,Jordan Bride,ATH,Grambling State Tigers,0.8217
2024,Michael Matthews-Canty,S,Hampton Pirates,0.8542
2024,Zekai Wimberly,LB,Hampton Pirates,0.8533
2024,Ben Alvarez,LB,Harvard Crimson,NA
2024,Micah Alejado,QB,Hawaii Rainbow Warriors,0.8467
2024,Christian Perry,OT,Hawaii Rainbow Warriors,0.8056
2024,Christian Vaughn,RB,Hawaii Rainbow Warriors,0.7883
2024,Marco Coleman,CB,Holy Cross Crusaders,0.8400
2024,Elijah Harris,RB,Houston Christian Huskies,NA
2024,Deacon Stanfield,WR,Houston Christian Huskies,NA
2024,Shakir Collins,LB,Houston Christian Huskies,0.8626
2024,Tye Smith,LB,Houston Christian Huskies,0.8550
2024,Isaiah Johnson,DL,Houston Christian Huskies,0.8450
2024,Xai'Shaun Edwards,RB,Houston Christian Huskies,0.8444
2024,Michael Sylvalie,LB,Houston Christian Huskies,0.8437
2024,Terrell Bradshaw,WR,Houston Christian Huskies,0.8378
2024,Jack Stanton,QB,Houston Christian Huskies,0.8267
2024,Maurice Williams II,S,Houston Cougars,0.8958
2024,Xavier Stillman,DL,Houston Cougars,0.8592
2024,Zion Taylor,Edge,Houston Cougars,0.8556
2024,Kaleb Thomas,TE,Houston Cougars,0.8517
2024,Larry Crawford,IOL,Houston Cougars,0.8486
2024,Travis Kerney,RB,Howard Bison,NA
2024,Zantwan Nelson,S,Howard Bison,NA
2024,Messiah Johnson,IOL,Idaho State Bengals,NA
2024,Ibe Divine,Edge,Idaho Vandals,NA
2024,Tony Harste,WR,Idaho Vandals,NA
2024,Kage Repenn,WR,Idaho Vandals,NA
2024,Holden Bea,QB,Idaho Vandals,NA
2024,Gus Donnerberg,LB,Idaho Vandals,NA
2024,Brilan Reynolds,S,Idaho Vandals,NA
2024,Ryan Kawalek,IOL,Idaho Vandals,NA
2024,Wiley Donnerberg,ATH,Idaho Vandals,NA
2024,Markhi Mckinnon,RB,Idaho Vandals,NA
2024,Josh Barnes,ATH,Idaho Vandals,NA
2024,Kenji Scanlan,LB,Idaho Vandals,NA
2024,Sone Falealo,OT,Idaho Vandals,NA
2024,Gabe Staszak,Edge,Idaho Vandals,NA
2024,Titus Ringor,DL,Idaho Vandals,NA
2024,Cal Huish,TE,Idaho Vandals,NA
2024,Leon Evans,OT,Idaho Vandals,NA
2024,Aaron Kinsey,WR,Idaho Vandals,NA
2024,Diezel Wilkinson,WR,Idaho Vandals,NA
2024,Nathan Knapik,OT,Idaho Vandals,0.8550
2024,Andrew Dennis,IOL,Illinois Fighting Illini,0.9102
2024,Tysean Griffin,ATH,Illinois Fighting Illini,0.8867
2024,Eddie Tuerk,DL,Illinois Fighting Illini,0.8842
2024,Daniel Brown,Edge,Illinois Fighting Illini,0.8789
2024,Trey Petty,QB,Illinois Fighting Illini,0.8744
2024,Demetrius John,DL,Illinois Fighting Illini,0.8739
2024,Vernon Woodward III,CB,Illinois Fighting Illini,0.8689
2024,Mario Sanders II,WR,Illinois Fighting Illini,0.8639
2024,Angelo McCullom,DL,Illinois Fighting Illini,0.8575
2024,Joe Barna,DL,Illinois Fighting Illini,0.8567
2024,Brandon Hansen,OT,Illinois Fighting Illini,0.8483
2024,Chase Canada,CB,Illinois Fighting Illini,0.8378
2024,Ben Cooper,LB,Illinois State Redbirds,NA
2024,Quinten Johnson,WR,Illinois State Redbirds,NA
2024,Patrick Bridges,ATH,Incarnate Word Cardinals,NA
2024,Keiran Patrick-Daniels,ATH,Incarnate Word Cardinals,NA
2024,Jace Bardwell,DL,Incarnate Word Cardinals,NA
2024,Adam May,OT,Incarnate Word Cardinals,NA
2024,Tyler Cherry,QB,Indiana Hoosiers,0.9158
2024,Josh Philostin,CB,Indiana Hoosiers,0.8869
2024,Brody Kosin,TE,Indiana Hoosiers,0.8644
2024,Daniel Ndukwe,Edge,Indiana Hoosiers,0.8444
2024,Dontrae Henderson,CB,Indiana Hoosiers,0.8219
2024,Mario Landino,DL,Indiana Hoosiers,0.8137
2024,Hank Fuchs,IOL,Indiana State Sycamores,NA
2024,Preston Wolfe,ATH,Indiana State Sycamores,NA
2024,Gavin Hoffman,TE,Iowa Hawkeyes,0.9094
2024,Josh Janowski,IOL,Iowa Hawkeyes,0.8622
2024,Rhys Dakin,P,Iowa Hawkeyes,0.8104
2024,Cooper Alexander,TE,Iowa State Cyclones,0.8744
2024,Connor Moberly,QB,Iowa State Cyclones,0.8656
2024,Keaton Roskop,TE,Iowa State Cyclones,0.8647
2024,Dylan Lee,RB,Iowa State Cyclones,0.8639
2024,Quentin Taylor Jr.,S,Iowa State Cyclones,0.8606
2024,Cael Brezina,LB,Iowa State Cyclones,0.8600
2024,AJ Burton,OT,Iowa State Cyclones,0.8511
2024,Danny Inglis,ATH,Iowa State Cyclones,0.8483
2024,Mason Miller,LB,Iowa State Cyclones,0.8458
2024,Antonio Ross,OT,Jackson State Tigers,NA
2024,Ethan Terrell,QB,Jackson State Tigers,NA
2024,Travis Terrell Jr,CB,Jackson State Tigers,NA
2024,Tymon Wells,DL,Jackson State Tigers,NA
2024,Keith Chisholm,ATH,Jackson State Tigers,NA
2024,Xavion Davis,IOL,Jackson State Tigers,NA
2024,Brandon Mitchell,WR,Jackson State Tigers,NA
2024,Kobe Boykin,ATH,Jackson State Tigers,0.8767
2024,Mike Smith,CB,Jackson State Tigers,0.8433
2024,Devin Love,IOL,Jackson State Tigers,0.8411
2024,Nate Blount,RB,Jackson State Tigers,0.8196
2024,James Ziglor III,S,Jacksonville State Gamecocks,NA
2024,JaKobe Campbell,IOL,James Madison Dukes,NA
2024,Tyjai Hopper,S,James Madison Dukes,0.8652
2024,Dylan Williams,WR,James Madison Dukes,0.8585
2024,KJ Flowe,S,James Madison Dukes,0.8533
2024,Marcellus Nash,Edge,James Madison Dukes,0.8456
2024,JC Evans,QB,James Madison Dukes,0.8436
2024,Phillip Harris,S,James Madison Dukes,0.8258
2024,Chase Regan,S,James Madison Dukes,0.8228
2024,Dakyus Brinkley,Edge,Kansas Jayhawks,0.9043
2024,Jalen Todd,CB,Kansas Jayhawks,0.8875
2024,Isaiah Marshall,QB,Kansas Jayhawks,0.8828
2024,Damani Maxson,S,Kansas Jayhawks,0.8828
2024,Harry Stewart III,RB,Kansas Jayhawks,0.8786
2024,Red Martel,RB,Kansas Jayhawks,0.8664
2024,Blake Barnett,QB,Kansas State Wildcats,0.8842
2024,Ryan Howard,OT,Kansas State Wildcats,0.8672
2024,Dante Thomas,S,Kansas State Wildcats,0.8644
2024,Jacques Spradley-Demps,WR,Kansas State Wildcats,0.8636
2024,DeVon Rice,RB,Kansas State Wildcats,0.8633
2024,Kyle Rakers,IOL,Kansas State Wildcats,0.8608
2024,Callen Barta,S,Kansas State Wildcats,0.8561
2024,Boone Morris,LB,Kansas State Wildcats,0.8500
2024,Lucas Scheerhorn,QB,Kennesaw State Owls,NA
2024,Garrett Dial,WR,Kent State Golden Flashes,NA
2024,Martell Buchanan,S,Kent State Golden Flashes,NA
2024,Antonio Bottiggi,DL,Kent State Golden Flashes,NA
2024,Jett Hilding,QB,Kent State Golden Flashes,NA
2024,Clinton Robinson,ATH,Kent State Golden Flashes,0.8567
2024,Javier Etheridge,ATH,Kent State Golden Flashes,0.8539
2024,Dakota Taylor,WR,Kent State Golden Flashes,0.8419
2024,Darrion Gilliam,WR,Kent State Golden Flashes,0.8404
2024,Jaire Rawlison,CB,Kent State Golden Flashes,0.8358
2024,Nylan Brown,LB,Kent State Golden Flashes,0.8342
2024,Jayden Studio,LB,Kent State Golden Flashes,0.8337
2024,Da'Shawn Martin,ATH,Kent State Golden Flashes,0.8304
2024,Troy Martin,ATH,Kent State Golden Flashes,0.8304
2024,Jaihien Roy,LB,Kent State Golden Flashes,0.8237
2024,Elijah Williams,IOL,Kent State Golden Flashes,0.8237
2024,Josue Cordoba,DL,Kent State Golden Flashes,0.8204
2024,Ayden Harris,ATH,Kent State Golden Flashes,0.8170
2024,Wayne Harris,WR,Kent State Golden Flashes,0.8137
2024,Armahn Hale,CB,Kent State Golden Flashes,0.8137
2024,Cade Wolford,ATH,Kent State Golden Flashes,0.8070
2024,Jaxon Dunn,IOL,Kent State Golden Flashes,0.7996
2024,Tommy Newcomb,K,Kent State Golden Flashes,0.7956
2024,Brodyn Bishop,S,Kent State Golden Flashes,0.7894
2024,Preston Hopperton,WR,Kent State Golden Flashes,0.7844
2024,Brian Robinson,Edge,Kentucky Wildcats,0.9519
2024,Terhyon Nichols,CB,Kentucky Wildcats,0.9257
2024,Jerod Smith II,DL,Kentucky Wildcats,0.9231
2024,Jacob Smith,Edge,Kentucky Wildcats,0.9181
2024,Hardley Gilmore IV,WR,Kentucky Wildcats,0.9052
2024,Cutter Boley,QB,Kentucky Wildcats,0.9014
2024,Jason Patterson,RB,Kentucky Wildcats,0.8881
2024,Aba Selm,OT,Kentucky Wildcats,0.8855
2024,Jiquavious Marshall,ATH,Kentucky Wildcats,0.8811
2024,Antwan Smith,Edge,Kentucky Wildcats,0.8683
2024,Steven Soles Jr.,Edge,Kentucky Wildcats,0.8681
2024,Hayes Johnson,OT,Kentucky Wildcats,0.8633
2024,Braylon Vincent,S,LIU Sharks,NA
2024,Dashawn McBryde,S,LSU Tigers,0.9528
2024,Tylen Singleton,LB,LSU Tigers,0.9349
2024,Gabriel Reliford,Edge,LSU Tigers,0.9176
2024,Coen Echols,IOL,LSU Tigers,0.9116
2024,Joel Rogers,S,LSU Tigers,0.9111
2024,Ethan Calloway,OT,LSU Tigers,0.9062
2024,Kolaj Cobbins,Edge,LSU Tigers,0.9040
2024,Xavier Atkins,LB,LSU Tigers,0.9025
2024,Colin Hurley,QB,LSU Tigers,0.9000
2024,Davhon Keys,LB,LSU Tigers,0.8958
2024,PJ Woodland,CB,LSU Tigers,0.8880
2024,De'Myrion Johnson,DL,LSU Tigers,0.8840
2024,Khayree Lee Jr.,IOL,LSU Tigers,0.8819
2024,Ahmad Breaux,Edge,LSU Tigers,0.8769
2024,Jo Cryer,IOL,LSU Tigers,0.8706
2024,Shone Washington,DL,LSU Tigers,0.8692
2024,JoÃ«l van Gelder,TE,Lafayette Leopards,NA
2024,Kristo Reinhardt,IOL,Lafayette Leopards,NA
2024,Dhonte Jackson,CB,Lafayette Leopards,NA
2024,Jameer Muhammad,RB,Lamar Cardinals,NA
2024,Kmare Balfour,TE,Lamar Cardinals,NA
2024,Emonte Cross,QB,Lamar Cardinals,NA
2024,Zion Carter,Edge,Lamar Cardinals,NA
2024,Isaiah Menefee,S,Lamar Cardinals,NA
2024,Britain Simmons,ATH,Lamar Cardinals,0.8552
2024,Talan Dudley,LB,Lehigh Mountain Hawks,0.8525
2024,Rahji Dennis,WR,Louisiana Ragin' Cajuns,0.8761
2024,Samari Collier,QB,Louisiana Ragin' Cajuns,0.8550
2024,Djay Williams,IOL,Louisiana Ragin' Cajuns,0.8453
2024,J'Marion Gooch,OT,Louisiana Ragin' Cajuns,0.7933
2024,BJ Blake,S,Louisiana Tech Bulldogs,NA
2024,Adam Lamar,DL,Louisiana Tech Bulldogs,NA
2024,Omiri Wiggins,RB,Louisiana Tech Bulldogs,NA
2024,Jordon Myles,CB,Louisiana Tech Bulldogs,NA
2024,Ty Keyes,QB,Louisiana Tech Bulldogs,0.8711
2024,Tamarcus Gray Jr.,WR,Louisiana Tech Bulldogs,0.8656
2024,Hunter Tipton,TE,Louisiana Tech Bulldogs,0.8204
2024,Jakari Foster,CB,Louisiana Tech Bulldogs,0.8006
2024,Trevell Vivians,DL,Louisiana Tech Bulldogs,0.7833
2024,Navarion Benson,CB,Louisiana Tech Bulldogs,0.7733
2024,Stephen Saywahn,S,Louisiana-Monroe Warhawks,NA
2024,Amir McGruder,WR,Louisiana-Monroe Warhawks,NA
2024,Kristopher Robinson,CB,Louisiana-Monroe Warhawks,NA
2024,Tyrese Hopkins,LB,Louisiana-Monroe Warhawks,NA
2024,Quentis Griffin Jr.,IOL,Louisiana-Monroe Warhawks,NA
2024,Jaden Hamlin,DL,Louisiana-Monroe Warhawks,0.8927
2024,Jim Ogle,QB,Louisiana-Monroe Warhawks,0.8306
2024,JD Stewart,LB,Louisiana-Monroe Warhawks,0.8194
2024,Billy Pullen,Edge,Louisiana-Monroe Warhawks,0.8106
2024,Charles Thomas,CB,Louisiana-Monroe Warhawks,0.7956
2024,Korian Wilson,S,Louisiana-Monroe Warhawks,0.7894
2024,Ozarrio Smith,RB,Louisiana-Monroe Warhawks,0.7894
2024,Dan Knudsen,LB,Louisiana-Monroe Warhawks,0.7856
2024,Daz Galloway,IOL,Louisiana-Monroe Warhawks,0.7856
2024,Davin Anderson,DL,Louisiana-Monroe Warhawks,0.7733
2024,Kevontay Wells,DL,Louisiana-Monroe Warhawks,0.7733
2024,Tristan Shorter,LB,Louisiana-Monroe Warhawks,0.7683
2024,Kelbee Holmes,LB,Louisiana-Monroe Warhawks,0.7633
2024,Isaac Brown,RB,Louisville Cardinals,0.8869
2024,JoJo Stone,ATH,Louisville Cardinals,0.8858
2024,Maurice Davis,Edge,Louisville Cardinals,0.8683
2024,Trent Carter,LB,Louisville Cardinals,0.8600
2024,Ransom McDermott,OT,Louisville Cardinals,0.8592
2024,Shunmarkus Adams,OT,Marshall Thundering Herd,NA
2024,Thomas McCoy,WR,Marshall Thundering Herd,NA
2024,Guylijah Theodule,CB,Marshall Thundering Herd,0.8583
2024,Aidan Steinfeldt,TE,Marshall Thundering Herd,0.8575
2024,Corey Myrick,CB,Marshall Thundering Herd,0.8533
2024,Marcel Williams,WR,Marshall Thundering Herd,0.8500
2024,Chris Stokes,DL,Marshall Thundering Herd,0.8433
2024,Jacqai Long,QB,Marshall Thundering Herd,0.8411
2024,Chason Clark,LB,Marshall Thundering Herd,0.8386
2024,Ryley McIntosh,ATH,Marshall Thundering Herd,0.8350
2024,Moses Gray Jr.,RB,Marshall Thundering Herd,0.8337
2024,MaLik Caswell,S,Marshall Thundering Herd,0.8311
2024,Michael Lunsford,DL,Marshall Thundering Herd,0.8306
2024,Kam Kynard,S,Marshall Thundering Herd,0.8304
2024,Andrew Hancock,IOL,Marshall Thundering Herd,0.8148
2024,Cameron Chmura,DL,Marshall Thundering Herd,0.8137
2024,Brandon Jacob,S,Maryland Terrapins,0.9044
2024,Braydon Lee,CB,Maryland Terrapins,0.8954
2024,DeJuan Williams,RB,Maryland Terrapins,0.8894
2024,Mekhai White,ATH,Maryland Terrapins,0.8892
2024,Ryan Howerton,OT,Maryland Terrapins,0.8833
2024,Anthony Reddick,Edge,Maryland Terrapins,0.8719
2024,Lloyd Irvin III,CB,Maryland Terrapins,0.8608
2024,Keyari James,LB,Maryland Terrapins,0.8539
2024,Logan Bennett,OT,Maryland Terrapins,0.8533
2024,Sandy Lewis,LB,McNeese State Cowboys,0.8593
2024,Sam Liu,IOL,McNeese State Cowboys,0.8204
2024,Jonathan Young,OT,Memphis Tigers,0.8647
2024,Arrington Maiden,QB,Memphis Tigers,0.8592
2024,MaKari Bodiford,RB,Memphis Tigers,0.8522
2024,Brady Kluse,WR,Memphis Tigers,0.8411
2024,Calvin McMillian,IOL,Memphis Tigers,0.8404
2024,Nate Thomason,LB,Memphis Tigers,0.8314
2024,Cameron Pascal,IOL,Memphis Tigers,0.8192
2024,Samson Israel,CB,Memphis Tigers,0.8181
2024,Mond Cole,DL,Memphis Tigers,0.8156
2024,Kurt Armstrong,IOL,Mercer Bears,NA
2024,Neko Fann,QB,Mercer Bears,NA
2024,JJ Hammonds,Edge,Miami (OH) RedHawks,0.8731
2024,Josh Ringer,ATH,Miami (OH) RedHawks,0.8504
2024,Carter Herriman,LB,Miami (OH) RedHawks,0.8337
2024,Jackson Pons,ATH,Miami (OH) RedHawks,0.8294
2024,Thomas Gotkowski,QB,Miami (OH) RedHawks,0.8294
2024,Hunter Teal,TE,Miami (OH) RedHawks,0.8244
2024,Armondo Blount,DL,Miami Hurricanes,0.9875
2024,Marquise Lightfoot,Edge,Miami Hurricanes,0.9855
2024,Joshisa Trader,WR,Miami Hurricanes,0.9803
2024,Ny Carr,WR,Miami Hurricanes,0.9686
2024,Zaquan Patterson,S,Miami Hurricanes,0.9540
2024,Adarius Hayes,LB,Miami Hurricanes,0.9441
2024,Elija Lofton,TE,Miami Hurricanes,0.9095
2024,Cam Pruitt,LB,Miami Hurricanes,0.8894
2024,Markel Bell,OT,Miami Hurricanes,0.8847
2024,Isaiah Thomas,S,Miami Hurricanes,0.8825
2024,Judd Anderson,QB,Miami Hurricanes,0.8783
2024,Dylan Day,S,Miami Hurricanes,0.8769
2024,Deryc Plazz,OT,Miami Hurricanes,0.8761
2024,Cole McConathy II,Edge,Miami Hurricanes,0.8758
2024,Chris Wheatley-Humphrey,RB,Miami Hurricanes,0.8744
2024,Nino Francavilla,IOL,Miami Hurricanes,0.8304
2024,Abram Murray,K,Miami Hurricanes,0.8219
2024,Nick Marsh,WR,Michigan State Spartans,0.9280
2024,Brady Pretzlaff,LB,Michigan State Spartans,0.8904
2024,Mercer Luniewski,OT,Michigan State Spartans,0.8761
2024,Justin Denson Jr.,CB,Michigan State Spartans,0.8747
2024,Alessio Milivojevic,QB,Michigan State Spartans,0.8731
2024,Jaylen Thompson,CB,Michigan State Spartans,0.8694
2024,Charlton Luniewski,IOL,Michigan State Spartans,0.8597
2024,Brandon Tullis,RB,Michigan State Spartans,0.8500
2024,Ryland Jessee,QB,Michigan State Spartans,0.8469
2024,Jadyn Davis,QB,Michigan Wolverines,0.9492
2024,Brady Prieskorn,TE,Michigan Wolverines,0.9408
2024,Blake Frazier,OT,Michigan Wolverines,0.9290
2024,Cole Sullivan,LB,Michigan Wolverines,0.9084
2024,Jacob Oden,S,Michigan Wolverines,0.9076
2024,Hogan Hansen,TE,Michigan Wolverines,0.9012
2024,Jeremiah Beasley,LB,Michigan Wolverines,0.8983
2024,Jake Guarnera,IOL,Michigan Wolverines,0.8878
2024,Dominic Nichols,Edge,Michigan Wolverines,0.8853
2024,Roman Gagliano,QB,Middle Tennessee State Blue Raiders,NA
2024,Dumela Knox,OT,Middle Tennessee State Blue Raiders,NA
2024,Josh Evans,WR,Middle Tennessee State Blue Raiders,0.8367
2024,Tiyyan Robinson,Edge,Middle Tennessee State Blue Raiders,0.8241
2024,Luther Richesson,QB,Middle Tennessee State Blue Raiders,0.8183
2024,Jackson Lowe,S,Middle Tennessee State Blue Raiders,0.8094
2024,Shamar Crawford,OT,Middle Tennessee State Blue Raiders,0.7906
2024,Grant Chadwick,P,Middle Tennessee State Blue Raiders,0.7833
2024,Nathan Roy,OT,Minnesota Golden Gophers,0.9257
2024,Julian Johnson,TE,Minnesota Golden Gophers,0.8789
2024,Jacob Simpson,TE,Minnesota Golden Gophers,0.8739
2024,Fame Ijeboi,RB,Minnesota Golden Gophers,0.8718
2024,Drake Lindsey,QB,Minnesota Golden Gophers,0.8717
2024,Mike Gerald,CB,Minnesota Golden Gophers,0.8664
2024,Dallas Sims,WR,Minnesota Golden Gophers,0.8586
2024,Jaydon Wright,RB,Minnesota Golden Gophers,0.8525
2024,Sam Macy,LB,Minnesota Golden Gophers,0.8508
2024,Marcus Ross,LB,Mississippi State Bulldogs,NA
2024,Brylan Lanier,CB,Mississippi State Bulldogs,NA
2024,JJ Harrell,WR,Mississippi State Bulldogs,0.9181
2024,Braylon Burnside,ATH,Mississippi State Bulldogs,0.9177
2024,Michael Van Buren Jr.,QB,Mississippi State Bulldogs,0.9148
2024,Mario Craver,WR,Mississippi State Bulldogs,0.9056
2024,Jimothy Lewis Jr.,OT,Mississippi State Bulldogs,0.8975
2024,Tyler Woodard,S,Mississippi State Bulldogs,0.8756
